O	@swllaz Cualquiera de nuestros planes mixtos , ahorradores o habla pegado , ingresa en http://t.co/w70RK2YWzO y verificalos .
O	@Yohan_Lindarte Hola , te sugerimos ingresar en http://t.co/ADGgAQuOlN donde podrás verificar el inventario de nuestros equipos .
O	@josebenitez87 Si activas un plan movistar full no puedes activar un servicio adicional de datos .
O	@barreragabriela Envíanos tus datos y un correo donde te podamos enviar la clave para ingresar en mi movistar .
O	@swllaz En prepago aplica para ciertos planes , verificalo en http://t.co/MyZc3sdFE7
O	@GuanerginZ has intentado realizar la transferencia a través del 7878 ingresa en http://t.co/srl8BD3bya
P	Vía @Silviaffernandz : Vendo BlackBerry 9320 en excelentes condiciones Con Garantia Movistar B s.f 3.500 bs info aqui pin : 2A306713/ 04246145383
N	RT @yorman0311 : Camarada Mario tambien hay q estar alerta con la telefonia , digitel y movistar nos deja sin internet movil , imposible tuitear @LaHojillaenTV
O	@JheyRodriguez Movistar bebe
N	Nivel de Stress : Me molesta hasta que me escriba movistar ..
O	Recuerda siempre los números de emergencia 171 , * 1 Movilnet , 911 Movistar y 112 Digitel #SemanaSanta2013
